Date,City,State,Lat,Lon,AreaType,School,Fatalities,Wounded,Dupe,Source,Desc,Year
5/24/2004,Salt Lake City,Utah,40.7607793,-111.8910474,urban,HS,1,,,Pah,,2004
6/1/2004,St Croix,Virgin Islands,17.7245968,-64.8347992,urban,HS,1,,,Pah,,2004
8/30/2004,Maywood,Illinois,41.8791979,-87.8431155,suburban,HS,1,,,Pah,,2004
10/4/2004,Memphis,Tennessee,35.1495343,-90.0489801,urban,HS,0,,,Pah,,2004
11/22/2004,Philadelphia,Pennsylvania,39.9525839,-75.1652215,urban,HS,1,,,Pah,,2004
12/10/2004,Nine Mile Falls,Washington,47.7795103,-117.5515185,suburban,HS,1,,,Pah,,2004
1/6/2005,Philadelphia,Pennsylvania,39.9525839,-75.1652215,urban,HS,1,,,Pah,,2005
2/8/2005,Chicago,Illinois,41.8781136,-87.6297982,,HS,0,1,,Wikp,An 18-year-old student at Bowen High School was shot in the leg as she left the school around 2:30 p.m.[345],2005
3/2/2005,Dover,Tennessee,36.4878,-87.8384,,HS,1,0,,Wikp,"14-year-old Jason Clinard, killed his bus driver, 47-year-old Joyce Gregory, as she stopped to pick him up. Gregory had earlier reported Clinard for using snuff on the school bus. Clinard was given a life sentence.[346]",2005
3/21/2005,Red Lake,Minnesota,47.876346,-95.0169401,rural,HS,10,,TRUE,Pah,,2005
5/17/2005,Lower Allen Township,Pennsylvania,40.2112939,-76.9354979,suburban,ES,1,,,Pah,,2005
9/13/2005,Chicago,Illinois,41.8781136,-87.6297982,urban,HS,0,,TRUE,Pah,,2005
11/8/2005,Jacksboro,Tennessee,36.3300793,-84.1838156,rural,HS,1,,TRUE,Pah,,2005
1/13/2006,Birmingham,Alabama,33.5206608,-86.80249,urban,HS,1,,,Pah,,2006
1/15/2006,Longwood,Florida,28.7030519,-81.3384011,suburban,MS,1,,TRUE,Pah,,2006
2/23/2006,Roseburg,Oregon,43.216505,-123.3417381,suburban,HS,1,,TRUE,Pah,,2006
3/14/2006,Reno,Nevada,39.5296329,-119.8138027,urban,MS,0,,TRUE,Pah,,2006
6/5/2006,Venice,California,33.9850469,-118.4694832,suburban,HS,1,,,Pah,,2006
8/24/2006,Essex,Vermont,44.4905054,-73.1112433,suburban,ES,2,,TRUE,Pah,,2006
8/30/2006,Hillsborough,North Carolina,36.0754183,-79.0997347,suburban,HS,3,,TRUE,Pah,,2006
9/2/2006,Shepherdstown,West Virginia,39.4300996,-77.8041609,suburban,C,2,,TRUE,Pah,,2006
9/17/2006,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,urban,C,0,,TRUE,Pah,,2006
9/27/2006,Bailey,Colorado,39.4060536,-105.4786412,suburban,HS,1,,TRUE,Pah,,2006
9/29/2006,Cazenovia,Wisconsin,43.5230345,-90.1962379,rural,HS,1,,TRUE,Pah,,2006
10/2/2006,Nickel Mines,Pennsylvania,39.9592143,-76.0804172,rural,HS,5,,,Pah,,2006
10/9/2006,Joplin,Missouri,37.0842271,-94.513281,urban,MS,0,,TRUE,Pah,,2006
10/17/2006,Katy,Texas,29.7857853,-95.8243956,suburban,HS,1,,,Pah,,2006
10/29/2006,Fresno,California,36.7468422,-119.7725868,urban,ES,1,,,Pah,,2006
11/28/2006,Houston,Texas,29.7604267,-95.3698028,urban,HS,1,,,Pah,,2006
12/12/2006,Erdenheim,Pennsylvania,40.0909252,-75.2156845,rural,MS,1,,,Pah,,2006
1/3/2007,Tacoma,Washington,47.2528768,-122.4442906,urban,HS,1,,TRUE,Pah,,2007
2/8/2007,Prineville,Oregon,44.2998485,-120.8344664,suburban,HS,1,,,Pah,,2007
3/7/2007,Midland,Michigan,43.6155825,-84.2472116,urban,HS,0,,,Pah,,2007
3/7/2007,Greenville,Texas,33.1384488,-96.1108066,suburban,HS,0,,,Pah,,2007
3/7/2007,Compton,California,33.8958492,-118.2200712,,HS,0,1,,Wikp,"During an argument with several non-students and students, a student was shot in the elbow and wounded in the eating area at Centennial High School. The shooting occurred an hour after classes were dismissed, and students in after-school activities were sent home.[368]",2007
3/24/2007,Greensboro,North Carolina,36.0726354,-79.7919754,urban,C,0,,,Pah,,2007
4/2/2007,Seattle,Washington,47.6062095,-122.3320708,urban,C,1,,,Pah,,2007
4/10/2007,Gresham,Oregon,45.5059203,-122.4486119,urban,HS,0,,,Pah,,2007
4/16/2007,Blacksburg,Virginia,37.2295733,-80.4139393,urban,C,32,,TRUE,Pah,,2007
9/21/2007,Dover,Delaware,39.158168,-75.5243682,urban,C,1,,,Pah,,2007
9/28/2007,Oroville,California,39.5137752,-121.556359,suburban,HS,0,,,Pah,,2007
9/30/2007,Memphis,Tennessee,35.1495343,-90.0489801,urban,C,1,,,Pah,,2007
10/10/2007,Cleveland,Ohio,41.49932,-81.6943605,urban,HS,0,,TRUE,Pah,,2007
11/6/2007,Miami Gardens,Florida,25.9420377,-80.2456045,,HS,0,1,,Wikp,"43-year-old 11th grade algebra teacher, Sergio Miranda, was shot by 19-year-old Patrick Lively, outside Miami Carol City Senior High School during a robbery but was expected to survive.[370][371] In 2011, Lively received a life sentence.[372]",2007
1/15/2008,Putnam City,Oklahoma,35.521446,-97.608652,suburban,HS,0,,,Pah,,2008
1/16/2008,Cleveland,Ohio,41.49932,-81.6943605,urban,HS,0,,,Pah,,2008
1/16/2008,Charlotte,North Carolina,35.2270869,-80.8431267,urban,HS,0,,,Pah,,2008
2/4/2008,Memphis,Tennessee,35.1495343,-90.0489801,urban,HS,0,,TRUE,Pah,,2008
2/7/2008,Portsmouth,Ohio,38.7317431,-82.9976742,suburban,ES,0,,,Pah,,2008
2/8/2008,Baton Rouge,Louisiana,30.4582829,-91.1403196,urban,C,3,,TRUE,Pah,,2008
2/11/2008,Memphis,Tennessee,35.1495343,-90.0489801,urban,HS,0,,TRUE,Pah,,2008
2/12/2008,Oxnard,California,34.1975048,-119.1770516,urban,MS,1,,TRUE,Pah,,2008
2/14/2008,DeKalb,Illinois,41.9294736,-88.7503647,urban,C,5,,TRUE,Pah,,2008
2/23/2008,Jonesboro,Arkansas,35.8422967,-90.704279,urban,C,0,,,Pah,,2008
2/27/2008,Little Rock,Arkansas,34.7464809,-92.2895948,urban,C,0,,,Pah,,2008
2/28/2008,Miami Gardens,Florida,25.9420377,-80.2456045,urban,HS,0,,,Pah,,2008
3/6/2008,Mobile,Alabama,30.6953657,-88.0398912,urban,HS,1,,,Pah,,2008
3/7/2008,Chicago,Illinois,41.8781136,-87.6297982,urban,HS,1,,,Pah,,2008
4/5/2008,Chicago,Illinois,41.8781136,-87.6297982,urban,HS,1,,,Pah,,2008
4/16/2008,Fresno,California,36.7468422,-119.7725868,urban,HS,1,,,Pah,,2008
4/24/2008,Omaha,Nebraska,41.2523634,-95.9979883,urban,MS,0,,,Pah,,2008
4/29/2008,Washington,District of Columbia,38.9071923,-77.0368707,urban,C,0,,,Pah,,2008
7/24/2008,Phoenix,Arizona,33.4483771,-112.0740373,urban,C,0,,,Pah,,2008
8/14/2008,Federal Way,Washington,47.3223221,-122.3126222,urban,MS,1,,TRUE,Pah,,2008
8/21/2008,Knoxville,Tennessee,35.9606384,-83.9207392,urban,HS,1,,TRUE,Pah,,2008
8/29/2008,Portland,Oregon,45.5230622,-122.6764815,urban,HS,0,,,Pah,,2008
9/2/2008,Willoughby,Ohio,41.6397696,-81.4065011,suburban,HS,0,,TRUE,Pah,,2008
10/13/2008,San Antonio,Texas,29.4241219,-98.4936282,urban,C,1,,,Pah,,2008
10/16/2008,Detroit,Michigan,42.331427,-83.0457538,urban,HS,1,,TRUE,Pah,,2008
10/20/2008,Acton,California,34.469994,-118.1967418,suburban,HS,1,,,Pah,,2008
10/21/2008,Indianapolis,Indiana,39.768403,-86.158068,urban,HS,1,,,Pah,,2008
10/26/2008,Conway,Arkansas,35.0886963,-92.4421011,urban,C,2,,TRUE,Pah,,2008
10/31/2008,Stockton Springs,Maine,44.4895196,-68.8569762,rural,ES,0,,,Pah,,2008
11/12/2008,Fort Lauderdale,Florida,26.1224386,-80.1373174,urban,HS,1,,TRUE,Pah,,2008
11/15/2008,St. George,Utah,37.0965278,-113.5684164,urban,HS,1,,,Pah,,2008
11/21/2008,Savannah,Georgia,32.0835407,-81.0998342,urban,C,0,,,Pah,,2008
1/8/2009,New Castle,Delaware,39.6620397,-75.5668166,suburban,HS,0,,,Pah,,2009
1/9/2009,Chicago,Illinois,41.8781136,-87.6297982,urban,HS,0,,TRUE,Pah,,2009
1/23/2009,Cahokia,Illinois,38.5708849,-90.1901113,suburban,HS,1,,,Pah,,2009
2/7/2009,Houston,Texas,29.7604267,-95.3698028,urban,C,1,,,Pah,,2009
2/11/2009,El Monte,California,34.0686206,-118.0275667,urban,ES,0,,,Pah,,2009
2/17/2009,Detroit,Michigan,42.331427,-83.0457538,urban,HS,0,,,Pah,,2009
3/6/2009,Fayetteville,North Carolina,35.0526641,-78.8783585,urban,HS,0,,,Pah,,2009
3/10/2009,Jacksonville,Florida,30.3321838,-81.655651,urban,HS,2,,,Pah,,2009
4/10/2009,Dearborn,Michigan,42.3222599,-83.1763145,urban,C,1,,,Pah,,2009
4/24/2009,Houston,Texas,29.7604267,-95.3698028,urban,C,1,,,Pah,,2009
4/26/2009,Hampton,Virginia,37.0298687,-76.3452218,urban,C,0,,TRUE,Pah,,2009
5/1/2009,Sheboygan,Wisconsin,43.7508284,-87.71453,urban,HS,0,,,Pah,,2009
5/5/2009,Canandaigua,New York,42.887535,-77.2816984,suburban,HS,0,,,Pah,,2009
5/18/2009,Larose,Louisiana,29.572438,-90.3817483,suburban,MS,0,,,Pah,,2009
5/18/2009,Cambridge,Massachusetts,42.3736158,-71.1097335,urban,C,1,,TRUE,Pah,,2009
5/18/2009,Larose,Louisiana,29.572438,-90.3817483,,MS,1,0,,Wikp,"15-year-old Larose-Cut Off Middle School student, Justin Doucet, carried his backpack to a restroom, where he put on camouflage clothes, took out a semi-automatic handgun before storming into a classroom. He was going to shoot his school teacher, Jessica Plaisance, but the gun did not fire. He returned to the restroom and shot himself in the head, dying a week later of his wounds.[385][386]",2009
6/9/2009,Lexington,Kentucky,38.0405837,-84.5037164,urban,MS,1,,,Pah,,2009
6/16/2009,San Francisco,California,37.7749295,-122.4194155,urban,HS,0,,TRUE,Pah,,2009
6/24/2009,Parkersburg,Iowa,42.5774797,-92.7868634,rural,HS,1,,,Pah,,2009
9/2/2009,San Bruno,California,37.6304904,-122.4110835,suburban,C,0,,,Pah,,2009
9/3/2009,Atlanta,Georgia,33.7489954,-84.3879824,urban,C,1,,,Pah,,2009
9/3/2009,San Bruno,California,37.6304904,-122.4110835,,C,0,1,,Wikp,"A 20-year-old student was wounded in the parking lot of Skyline College after an argument between him and other men. The college campus was placed on lockdown. Three San Francisco residents, 18-year-old Germaine B. Benjamin, 20-year-old Dimaryea J. McGhee, and 18-year-old Jacori W. Bender, were each arrested and charged with felony firearm offenses.[388]",2009
9/8/2009,Stamford,Connecticut,41.0534302,-73.5387341,urban,HS,0,,,Pah,,2009
9/14/2009,Grand Rapids,Michigan,42.9633599,-85.6680863,urban,HS,0,,,Pah,,2009
9/16/2009,Henrico,Virginia,37.5059332,-77.3324425,urban,HS,0,,,Pah,,2009
10/16/2009,Carolina Forest,South Carolina,33.7532424,-78.9175088,suburban,HS,1,,,Pah,,2009
10/16/2009,Conway,South Carolina,33.836,-79.0478,,HS,1,0,,Wikp,"16-year-old student, Trevor Varinecz was killed by a school resource officer after allegedly stabbing the officer.[220][389]",2009
10/30/2009,Long Beach,California,33.7700504,-118.1937395,urban,HS,1,,,Pah,,2009
11/16/2009,Dallas,Texas,32.7766642,-96.7969879,urban,ES,0,,,Pah,,2009
12/2/2009,Brockton,Massachusetts,42.0834335,-71.0183787,urban,HS,0,,,Pah,,2009
12/8/2009,Woodbridge,Virginia,38.6581722,-77.2497049,urban,C,0,,,Pah,,2009
12/11/2009,Shreveport,Louisiana,32.5251516,-93.7501789,urban,HS,0,,,Pah,,2009
1/7/2010,Phoenix,Arizona,33.4483771,-112.0740373,urban,HS,0,,,Pah,,2010
1/20/2010,Livingston,Alabama,32.5843025,-88.1872475,suburban,HS,1,,,Pah,,2010
2/5/2010,Madison,Alabama,34.6992579,-86.7483318,suburban,MS,1,,TRUE,Pah,,2010
2/10/2010,Knoxville,Tennessee,35.9606384,-83.9207392,urban,ES,0,,,Pah,,2010
2/12/2010,Huntsville,Alabama,34.7303688,-86.5861037,urban,C,3,,TRUE,Pah,,2010
2/19/2010,DeKalb,Illinois,41.9294736,-88.7503647,urban,C,0,,TRUE,Pah,,2010
2/23/2010,Littleton,Colorado,39.613321,-105.0166498,suburban,MS,0,,TRUE,Pah,,2010
2/26/2010,Tacoma,Washington,47.2528768,-122.4442906,urban,ES,2,,,Pah,,2010
3/9/2010,Columbus,Ohio,39.9611755,-82.9987942,urban,C,1,,TRUE,Pah,,2010
4/29/2010,Portsmouth,Virginia,36.8354258,-76.2982742,urban,HS,0,,,Pah,,2010
5/18/2010,South Gate,California,33.954737,-118.2120161,urban,HS,0,,,Pah,,2010
8/31/2010,Blountville,Tennessee,36.5331586,-82.326806,suburban,HS,1,,,Pah,,2010
9/7/2010,Detroit,Michigan,42.331427,-83.0457538,urban,HS,0,,,Pah,,2010
9/8/2010,Detroit,Michigan,42.331427,-83.0457538,,HS,0,2,,Wikp,"Two students were wounded in front of Mumford High School by 17-year-old Steven Jamal Hare. He was tried as an adult and charged with assault with intent to kill. In 2012, Hare was sentenced to 27 years in prison.[394]",2010
9/16/2010,Moss Bluff,Louisiana,30.3027042,-93.1907097,suburban,MS,1,,,Pah,,2010
9/21/2010,Columbia,South Carolina,34.0007104,-81.0348144,urban,HS,0,,,Pah,,2010
9/28/2010,Austin,Texas,30.267153,-97.7430608,urban,C,1,,TRUE,Pah,,2010
10/1/2010,Salinas,California,36.6777372,-121.6555013,urban,HS,1,,TRUE,Pah,,2010
10/3/2010,Elizabeth City,North Carolina,36.2946008,-76.2510461,suburban,C,1,,,Pah,,2010
10/8/2010,Carlsbad,California,33.1580933,-117.3505939,urban,ES,0,,TRUE,Pah,,2010
10/25/2010,Selma,Alabama,32.4073589,-87.0211007,suburban,ES,0,,,Pah,,2010
11/29/2010,Marinette,Wisconsin,45.0999849,-87.6306623,suburban,HS,0,,TRUE,Pah,,2010
12/6/2010,Aurora,Colorado,39.7294,-104.8319,,HS,0,1,,Wikp,"In a gang-related attack outside Aurora Central High School, a 17-year-old girl was paralysed. She was one of a group of students outside the school. 20-year-old Luis Enrique Guzman-Rincon, had fired shots from a car trying to hit gang rivals. Guzman-Ricon was sentenced to thirty-five years in prison.[399]",2010
1/5/2011,Omaha,Nebraska,41.2523634,-95.9979883,urban,HS,1,,TRUE,Pah,,2011
1/18/2011,Los Angeles,California,34.0522342,-118.2436849,urban,HS,0,,,Pah,,2011
2/2/2011,Placerville,California,38.7296252,-120.798546,suburban,ES,1,,,Pah,,2011
2/14/2011,Murfreesboro,Tennessee,35.8456213,-86.39027,urban,C,0,,,Pah,,2011
2/23/2011,Los Angeles,California,34.0522342,-118.2436849,urban,C,1,,,Pah,,2011
3/25/2011,Martinsville,Indiana,39.4278253,-86.4283279,suburban,MS,0,,TRUE,Pah,,2011
3/31/2011,Houston,Texas,29.7604267,-95.3698028,urban,HS,1,,TRUE,Pah,,2011
4/6/2011,Opelika,Alabama,32.6454116,-85.3782795,suburban,C,1,,,Pah,,2011
4/13/2011,Apopka,Florida,28.6934076,-81.5322149,suburban,HS,0,,,Pah,,2011
4/19/2011,Houston,Texas,29.7604267,-95.3698028,urban,ES,0,,,Pah,,2011
5/23/2011,Pearl City,Hawaii,21.3972222,-157.9733333,suburban,MS,0,,TRUE,Pah,,2011
8/26/2011,Harper Woods,Michigan,42.4330924,-82.9240833,suburban,HS,0,,,Pah,,2011
10/24/2011,Fayetteville,North Carolina,35.0526641,-78.8783585,urban,HS,0,,TRUE,Pah,,2011
11/15/2011,Berkeley,California,37.8715926,-122.272747,urban,C,0,,,Pah,,2011
12/8/2011,Blacksburg,Virginia,37.2295733,-80.4139393,urban,C,1,,TRUE,Pah,,2011
12/9/2011,Edinburg,Texas,26.3017374,-98.1633432,urban,MS,0,,TRUE,Pah,,2011
1/4/2012,Brownsville,Texas,25.9017472,-97.4974838,urban,MS,0,,,Pah,,2012
1/10/2012,Houston,Texas,29.7604267,-95.3698028,urban,HS,0,,TRUE,Pah,,2012
2/10/2012,Walpole,New Hampshire,43.0794944,-72.4258229,suburban,ES,0,,,Pah,,2012
2/22/2012,Bremerton,Washington,47.5650067,-122.6269768,urban,ES,0,,,Pah,,2012
2/27/2012,Chardon,Ohio,41.5786639,-81.2133262,suburban,HS,3,,TRUE,Pah,,2012
3/6/2012,Jacksonville,Florida,30.3321838,-81.655651,urban,HS,1,,TRUE,Pah,,2012
3/24/2012,Starkville,Mississippi,33.4503998,-88.8183872,suburban,C,1,,,Pah,,2012
4/2/2012,Oakland,California,37.8043637,-122.2711137,urban,C,7,,TRUE,Pah,,2012
5/26/2012,Chapel Hill,North Carolina,35.9131996,-79.0558445,urban,ES,1,,,Pah,,2012
8/16/2012,Memphis,Tennessee,35.1495343,-90.0489801,urban,HS,0,,TRUE,Pah,,2012
8/27/2012,Perry Hall,Maryland,39.4126073,-76.463574,suburban,HS,0,,TRUE,Pah,,2012
9/7/2012,Normal,Illinois,40.5142026,-88.9906312,urban,HS,0,,TRUE,Pah,,2012
9/12/2012,Baltimore,Maryland,39.2903848,-76.6121893,urban,C,0,,,Pah,,2012
10/6/2012,Mobile,Alabama,30.6953657,-88.0398912,,C,1,0,,Wikp,"A University of South Alabama student, Gil Collar, was fatally shot by a campus police officer. Collar, 18, was at the time under the influence of a hallucinogenic, 25I-NBOMe. Acting erratically, he had repeatedly approached the police officer ""in a fighting stance"", while naked and unarmed. Officer Trevis Austin, equipped with pepper spray and a baton, felt his life was threatened and shot him, once through the chest.[416] Austin was cleared of any wrongdoing by the university.[417]",2012
10/19/2012,Chicago,Illinois,41.8781136,-87.6297982,,HS,1,0,,Wikp,"18-year-old Banner Academy South student, Terrance Wright, was killed during an attempted robbery. Wright was approached by five would-be robbers as he left the school about 3:40 p.m.. He was shot in the chest as he fought back when one assailant was going through his pockets. Wright had been picked on at his previous high school because he was gay, which led him to transfer to Banner.[418]",2012
10/31/2012,Los Angeles,California,34.0522342,-118.2436849,urban,C,0,,TRUE,Pah,,2012
11/30/2012,Baltimore,Maryland,39.2903848,-76.6121893,urban,C,0,,,Pah,,2012
12/14/2012,Newtown,Connecticut,41.4141172,-73.3035651,suburban,ES,27,,TRUE,Pah,,2012
1/7/2013,Fort Myers,Florida,26.640628,-81.8723084,urban,ES,1,,TRUE,Pah,,2013
1/10/2013,Taft,California,35.1424671,-119.4565078,suburban,HS,0,,TRUE,Pah,,2013
1/12/2013,Detroit,Michigan,42.331427,-83.0457538,,HS,0,1,,Wikp,A 16-year-old Osborn High School student is wounded after a basketball game.[424],2013
1/15/2013,Hazard,Kentucky,37.24954,-83.1932284,suburban,C,3,,,Pah,,2013
1/15/2013,St. Louis,Missouri,38.6270025,-90.1994042,urban,C,0,,TRUE,Pah,,2013
1/15/2013,Hazard,Kentucky,37.24954,-83.1932284,,C,3,0,,Wikp,"Two people were killed and a third person was wounded at the parking lot of Hazard Community and Technical College.[429] The third victim, 12-year-old Taylor Cornett, died from her wounds the next day.[430] 21-year-old Dalton Lee Stidham, was arrested and charged with three counts of murder.",2013
1/16/2013,Chicago,Illinois,41.8781136,-87.6297982,urban,C,0,,TRUE,Pah,,2013
1/22/2013,Houston,Texas,29.7604267,-95.3698028,urban,C,0,,TRUE,Pah,,2013
1/31/2013,Phoenix,Arizona,33.4483771,-112.0740373,urban,HS,0,,,Pah,,2013
1/31/2013,Atlanta,Georgia,33.7489954,-84.3879824,urban,MS,0,,,Pah,,2013
1/31/2013,Phoenix,Arizona,33.4483771,-112.0740373,,HS,0,0,,Wikp,"An argument between two rival gangs escalated to what police described as a ""gun battle"" at Cesar Chavez High School. Approximately fifteen shots were fired in the vicinity of people waiting to get into a scheduled boys' basketball game. No one was injured.[434]",2013
1/31/2013,Atlanta,Georgia,33.7489954,-84.3879824,,MS,0,2,,Wikp,"A 14-year-old male student was wounded at Price Middle School. The gunman, a 15-year-old student, was believed to be arguing with the other student before using a handgun to shoot him. A teacher was also wounded. Afterward, the gunman was disarmed by a school resource officer and arrested; police charged him with aggravated assault.[435][436]",2013
3/18/2013,Orlando,Florida,28.5383355,-81.3792365,urban,C,1,,TRUE,Pah,,2013
4/12/2013,Christiansburg,Virginia,37.1298517,-80.4089389,suburban,C,0,,,Pah,,2013
4/12/2013,Dublin,Virginia,37.1057,-80.6853,,C,0,2,,Wikp,"New River Community College shooting incident: Two women were wounded during a shooting at the campus of New River Community College. 18-year-old Neil Allen MacInnis, was taken into custody. In June 2014, he was sentenced to 38 years in prison.[438]",2013
4/16/2013,Grambling,Louisiana,32.5276503,-92.7140402,suburban,C,0,,TRUE,Pah,,2013
4/18/2013,Cambridge,Massachusetts,42.3736158,-71.1097335,urban,C,2,,TRUE,Pah,,2013
5/14/2013,Birmingham,Alabama,33.5206608,-86.80249,urban,MS,0,,TRUE,Pah,,2013
6/7/2013,Santa Monica,California,34.0194543,-118.4911912,urban,C,6,,TRUE,Pah,,2013
6/20/2013,West Palm Beach,Florida,26.7153424,-80.0533746,urban,HS,2,,,Pah,,2013
8/20/2013,Decatur,Georgia,33.7748275,-84.2963123,suburban,ES,0,,TRUE,Pah,,2013
8/23/2013,Sardis,Mississippi,34.4370511,-89.9159227,rural,HS,1,,TRUE,Pah,,2013
8/30/2013,Winston-Salem,North Carolina,36.0998596,-80.244216,urban,HS,0,,TRUE,Pah,,2013
10/4/2013,Pine Hills,Florida,28.5577794,-81.4534046,urban,HS,0,,TRUE,Pah,,2013
10/21/2013,Sparks,Nevada,39.5349112,-119.7526886,urban,MS,2,,TRUE,Pah,,2013
11/2/2013,Greensboro,North Carolina,36.0726354,-79.7919754,urban,C,0,,TRUE,Pah,,2013
11/3/2013,Lithonia,Georgia,33.7123305,-84.1051939,rural,HS,0,,TRUE,Pah,,2013
11/13/2013,Pittsburgh,Pennsylvania,40.4406248,-79.9958864,urban,HS,0,,TRUE,Pah,,2013
12/4/2013,Winter Garden,Florida,28.5652787,-81.5861847,suburban,HS,0,,TRUE,Pah,,2013
12/13/2013,Centennial,Colorado,39.5807452,-104.8771726,suburban,HS,2,,TRUE,Pah,,2013
12/19/2013,Fresno,California,36.7468422,-119.7725868,urban,HS,0,,TRUE,Pah,,2013
1/9/2014,Jackson,Tennessee,35.6145,-88.8139,,HS,0,1,,Wikp,A 16-year-old student was charged with bringing a gun to school at Liberty Technology Magnet High School and shooting a classmate in the thigh. The incident occurred outside the front of the school.[455],2014
1/13/2014,New Haven,Connecticut,41.3082,-72.9251,,HS,0,1,,Wikp,"A 14-year-old boy was shot outside of a basketball game at the Hillhouse High School athletic facility, suffering wounds in his hand and leg.[cite]",2014
1/14/2014,Roswell,New Mexico,33.3943,-104.523,,MS,0,3,,Wikp,"Two people were wounded inside the gymnasium of Berrendo Middle School, at about 8:10 a.m.. An 11-year-old boy and a 13-year-old girl were airlifted to a hospital in Lubbock, Texas in critical condition. The 12-year-old suspected shooter, Mason Campbell, a seventh grade student, was apprehended at the scene after he was talked down by a staff member and dropped the shotgun. A staff member received minor injuries. Campbell was charged with three counts of aggravated battery with a deadly weapon. He was sentenced to a maximum sentence of confinement in a juvenile detention facility until he is twenty one years old.[456]",2014
1/17/2014,Philadelphia,Pennsylvania,39.9525839,-75.1652215,,HS,0,2,,Wikp,"A student allegedly shot two other students in the gymnasium at Delaware Valley Charter School. Both victims, a male and a female, were shot in the arm. They were taken to a nearby hospital and are in stable condition, police say. Police Commissioner Charles Ramsey said at a news conference that the shooter ran out of the school after the shooting but was taken into custody near his home. 17-year-old Raisheem Rochwell was arrested and charged as an adult for aggravated assault, recklessly endangering another person and firearms offenses. Rochwell was sentenced to two years of juvenile detention.[457]",2014
1/20/2014,Chester,Pennsylvania,39.8496,-75.3557,,C,0,1,,Wikp,One person was critically injured at Widener University. The incident occurred around 10 p.m. outside the university sport’s complex and led to an 8-hour university lock-down. The suspect was not immediately found.[458],2014
1/21/2014,West Lafayette,Indiana,40.4258686,-86.9080655,,C,1,0,,Wikp,"A 21-year-old student, Andrew Boldt, was killed in a classroom building on the campus of Purdue University. 24-year-old student Cody Cousins was found guilty of the murder and was sentenced to sixty-five years of prison. In October 2014, Cousins committed suicide in his cell.[459]",2014
1/24/2014,Orangeburg,South Carolina,33.4918,-80.8556,,C,1,0,,Wikp,A 20-year-old student was killed at South Carolina State University. A 19-year-old was arrested and charged with murder.[460],2014
1/25/2014,Los Angeles,California,34.0522342,-118.2436849,,C,1,0,,Wikp,A man was killed at Los Angeles Valley College. Two suspects were arrested in the fatal shooting.[461],2014
1/27/2014,Carbondale,Illinois,37.7275,-89.2167,,HS,0,1,,Wikp,A group of students at Rebound High School got in an argument in the school's parking lot. One student pulled out a gun and shot another student in the ensuing altercation. An 18-year-old suspect is facing charges of attempted murder.[462],2014
1/28/2014,Nashville,Tennessee,36.1626638,-86.7816016,,C,0,1,,Wikp,One student was shot in the leg in an apparent altercation over a gambling debt at Tennessee State University.[463],2014
1/30/2014,Palm Bay,Florida,28.0332,-80.643,,C,0,1,,Wikp,Three students were fighting in a parking lot of Eastern Florida State College and one pulled out a gun and shot another of the students. All three students claimed self-defense.[464],2014
1/31/2014,Des Moines,Iowa,41.5911,-93.6037,,HS,0,1,,Wikp,"After a basketball game at North High School, there was gunfire in a parking lot of the school. Six males in a black jeep had come moments before the shooting and returned at the time it happened. A 15-year-old girl was injured by a ricocheting bullet. While officers were gaining control of the area, teachers on the scene led students into the school building for safety.[465]",2014
2/10/2014,Salisbury,North Carolina,35.671,-80.4742,,HS,0,1,,Wikp,"A 16-year-old student was shot in the stomach on the campus of Salisbury High School during a dispute in the school gym. 17-year-old suspect was charged with assault with a deadly weapon with intent to kill inflicting serious injury, possession of a firearm on school property and discharging a weapon on school property.[466]",2014
2/10/2014,Lyndhurst,Ohio,41.5201,-81.4887,,HS,0,0,,Wikp,"Five shots were fired in the parking lot of Charles F. Brush High School, including one which hit an unoccupied police car. No one was reported to be injured, though a school basketball game was going on at the time.[467]",2014
2/12/2014,Los Angeles,California,34.0522342,-118.2436849,,C,0,1,,Wikp,A male victim was shot in the back in a possible gang-related drive-by shooting near the University of Southern California. The suspect fled into the University Campus. The victim was last reported in stable condition before being transported to a local hospital.[468],2014
2/22/2014,Augusta,Georgia,33.471,-81.9748,,C,0,1,,Wikp,"A shooting involving a campus police officer occurred at a Georgia Regents University dormitory complex. A male suspect entered a vehicle and nearly struck an officer, who opened fire. The suspect was taken to Georgia Regents Medical Center with injuries that were not believed to be critical.[469]",2014
3/12/2014,Miami,Florida,25.7616798,-80.1917902,,ES,1,0,,Wikp,An elementary school teacher was killed outside The Academy of Knowledge Preschool by her husband.,2014
3/25/2014,College Park,Georgia,33.6033,-84.47157,,HS,0,0,,Wikp,"An argument between students led to shots being fired in a Benjamin Banneker High Schoolparking lot during the afternoon. Investigators believe multiple people were present when shots were fired, but it was not known how many could face charges for the incident. No one was injured in the shooting.[470]",2014
